OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
82,7/11/2024 12:00:00 AM,00428.21,A,AL,A08,VAIDEN FLD,MARION,US,PU,PU,16/34,32.51892016,-87.38782802,32.50210127,-87.38175161,6400,80,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,7/25/2011 12:00:00 AM,30,50,,,4.56440920970635E-06,0.0362784732434873
83,7/11/2024 12:00:00 AM,00430.,A,AL,AL09,CLOUDMONT AIRPARK,MENTONE,US,PR,PR,18/36,34.544225,-85.59235555,34.53748888,-85.59223055,2450,80,TURF,,NONE,,,,,,,,,,,,,1.78956474883307E-06,0.014005809355205
84,7/11/2024 12:00:00 AM,00433.5,A,AL,28AL,FOSHEE,MILLBROOK,US,PR,PR,08/26,32.43275,-86.37695833,32.43369444,-86.37222222,1500,50,TURF,FAIR,NONE,,,,,,,OWNER,3/18/2021 12:00:00 AM,,,,,6.68628217681544E-07,0.00993637220936453
85,7/11/2024 12:00:00 AM,00437.,A,AL,BFM,MOBILE INTL,MOBILE,US,PU,PU,14/32,30.63307836,-88.07994005,30.61319825,-88.05978008,9618,150,ASPH-CONC,GOOD,GRVD,72,F,B,X,T,HIGH,3RD PARTY SURVEY,6/5/2019 12:00:00 AM,75,185,325,,1.26092518257792E-05,0.0575265516900223
86,7/11/2024 12:00:00 AM,00437.,A,AL,BFM,MOBILE INTL,MOBILE,US,PU,PU,18/36,30.64199358,-88.06591683,30.62054825,-88.06590433,7800,150,ASPH-CONC,FAIR,NONE,34,R,B,X,T,MED,3RD PARTY SURVEY,6/5/2019 12:00:00 AM,76,150,320,,1.0227236089122E-05,0.0438444642292349
87,7/11/2024 12:00:00 AM,00438.,A,AL,MOB,MOBILE RGNL,MOBILE,US,PU,PU,15/33,30.7022888,-88.25398588,30.68332916,-88.23816591,8502,150,ASPH,GOOD,GRVD,55,F,D,W,U,HIGH,NGS,3/3/2006 12:00:00 AM,75,162,270,550,1.11544543415221E-05,0.0502979396610159
88,7/11/2024 12:00:00 AM,00438.,A,AL,MOB,MOBILE RGNL,MOBILE,US,PU,PU,18/36,30.69474069,-88.23651797,30.68271036,-88.2365145,4376,150,ASPH,GOOD,GRVD,14,F,D,W,U,MED,NGS,3/3/2006 12:00:00 AM,47,60,96,,5.74063778913114E-06,0.0250150213241059
89,7/11/2024 12:00:00 AM,00440.2,A,AL,MVC,MONROE COUNTY AEROPLEX,MONROEVILLE,US,PU,PU,03/21,31.45084461,-87.35581991,31.46524447,-87.34625502,6028,100,ASPH,FAIR,NONE,,,,,,MED,NGS,7/3/2007 12:00:00 AM,70,,,,5.31402315573359E-06,0.0351943693505228
90,7/11/2024 12:00:00 AM,00446.,A,AL,MXF,MAXWELL AFB,MONTGOMERY,US,MA,PR,009/189,32.38140833,-86.36388055,32.38965833,-86.36478888,3015,60,ASPH,,NONE,56,R,B,W,T,,MILITARY,6/16/2006 12:00:00 AM,,,,,1.61042180479853E-06,0.0169879472194142
91,7/11/2024 12:00:00 AM,00446.,A,AL,MXF,MAXWELL AFB,MONTGOMERY,US,MA,PR,15/33,32.39134722,-86.3731,32.37258611,-86.35953333,8008,150,ASPH,,NONE,66,R,B,W,T,HIGH,MILITARY,1/3/2006 12:00:00 AM,,,,,1.06947450149164E-05,0.0472385993172452
92,7/11/2024 12:00:00 AM,00447.,A,AL,MGM,MONTGOMERY RGNL (DANNELLY FLD),MONTGOMERY,US,PU,PU,03/21,32.29499166,-86.39413919,32.30424066,-86.38707452,4011,150,ASPH,FAIR,NONE,28,F,C,X,T,MED,3RD PARTY SURVEY,6/23/2011 12:00:00 AM,40,95,,,5.35179788130336E-06,0.0242068394733867
93,7/11/2024 12:00:00 AM,00447.,A,AL,MGM,MONTGOMERY RGNL (DANNELLY FLD),MONTGOMERY,US,PU,PU,10/28,32.30239894,-86.40999386,32.29980405,-86.38096263,9020,150,ASPH,GOOD,GRVD,35,F,C,X,T,HIGH,3RD PARTY SURVEY,6/23/2011 12:00:00 AM,105,116,180,,1.20354841328663E-05,0.0591202649624629
94,7/11/2024 12:00:00 AM,00450.35,A,AL,AL44,MOUNDVILLE,MOUNDVILLE,US,PR,PR,18/36,32.97278611,-87.636875,32.96619444,-87.63716666,2400,80,TURF,,NONE,,,,,,,,,,,,,1.72051909430593E-06,0.0137177976940173
95,7/11/2024 12:00:00 AM,00455.,A,AL,MSL,NORTHWEST ALABAMA RGNL,MUSCLE SHOALS,US,PU,PU,12/30,34.74900758,-87.61701194,34.74149733,-87.59667272,6694,150,ASPH,GOOD,GRVD,34,F,C,X,T,HIGH,3RD PARTY SURVEY,8/23/2011 12:00:00 AM,59,98,160,,9.18290061235894E-06,0.0442188124680695
96,7/11/2024 12:00:00 AM,00455.,A,AL,MSL,NORTHWEST ALABAMA RGNL,MUSCLE SHOALS,US,PU,PU,18/36,34.75090825,-87.61572336,34.73992072,-87.6160423,4000,100,ASPH,FAIR,NONE,6,F,C,Y,U,MED,3RD PARTY SURVEY,8/23/2011 12:00:00 AM,30,50,,,3.6583637665899E-06,0.0226499768314572
97,7/11/2024 12:00:00 AM,00463.1,A,AL,20A,ROBBINS FLD,ONEONTA,US,PU,PU,06/24,33.96795058,-86.38605216,33.97461361,-86.37473125,4203,80,ASPH,EXCELLENT,AFSC,,,,,,MED,3RD PARTY SURVEY,7/19/2011 12:00:00 AM,20,35,55,,3.04700779452105E-06,0.0267431406607146
98,7/11/2024 12:00:00 AM,00480.1,A,AL,71J,OZARK/BLACKWELL FLD,OZARK,US,PU,PU,13/31,31.43548422,-85.6275983,31.42814061,-85.61347138,5152,80,ASPH,FAIR,NONE,,,,,,MED,,,,25,,,3.63314529749914E-06,0.0323039033320288
99,7/11/2024 12:00:00 AM,00480.6,A,AL,PLR,ST CLAIR COUNTY,PELL CITY,US,PU,PU,03/21,33.55246486,-86.25212497,33.56519705,-86.24594552,5001,80,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,5/20/2006 12:00:00 AM,30,,,,3.60881585947936E-06,0.0288190033454723
100,7/11/2024 12:00:00 AM,00481.91,A,AL,1A9,PRATTVILLE/GROUBY FLD,PRATTVILLE,US,PU,PU,09/27,32.43863466,-86.52143441,32.438834,-86.50393347,5400,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2/27/2014 12:00:00 AM,30,,,,4.81068514091021E-06,0.0355538823773046
101,7/11/2024 12:00:00 AM,00492.5,A,AL,HUA,REDSTONE AAF,REDSTONE ARSNL HUNTSVILLE,US,MR,PR,17/35,34.68852111,-86.68700611,34.66880027,-86.68257555,7300,150,ASPH,GOOD,NONE,63,F,A,W,T,HIGH,MILITARY,2/9/2020 12:00:00 AM,,,,,1.00065451533737E-05,0.0414173058770624
102,7/11/2024 12:00:00 AM,00494.,A,AL,3M8,NORTH PICKENS,REFORM,US,PU,PU,01/19,33.37973055,-88.00753888,33.393775,-88.00561944,5144,80,ASPH,FAIR,NONE,,,,,,MED,NACO,5/8/2002 12:00:00 AM,,,,,3.70476277566922E-06,0.0288731495864707
103,7/11/2024 12:00:00 AM,00498.,A,AL,7A5,ROANOKE MUNI ENLOE,ROANOKE,US,PU,PU,12/30,33.13157777,-85.377575,33.12777777,-85.36685555,3561,80,ASPH,FAIR,NONE,,,,,,MED,ADO,4/20/2012 12:00:00 AM,12,,,,2.55742133958847E-06,0.0231993192387
104,7/11/2024 12:00:00 AM,00500.6,A,AL,AL61,ELK HAVEN,ROGERSVILLE,US,PR,PR,01/19,34.82551972,-87.21630972,34.83067855,-87.21533958,1900,60,TURF,,NONE,,,,,,,OWNER,2/28/2024 12:00:00 AM,,,,,1.04365335573675E-06,0.0108968388936027
105,7/11/2024 12:00:00 AM,00502.1,A,AL,M22,BILL PUGH FLD,RUSSELLVILLE,US,PU,PU,02/20,34.43781588,-87.7141743,34.45232797,-87.7090863,5500,75,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,6/15/2012 12:00:00 AM,120,225,250,1096,3.75904096472368E-06,0.031247752186259
106,7/11/2024 12:00:00 AM,00507.,A,AL,2R5,ST ELMO,ST ELMO,US,PU,PU,06/24,30.49911508,-88.28058686,30.50470502,-88.26965794,3998,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,7/19/2007 12:00:00 AM,23,,,,2.79186087936978E-06,0.0250095599962056
107,7/11/2024 12:00:00 AM,00507.02,A,AL,1A4,LOGAN FLD,SAMSON,US,PU,PU,05/23,31.10065277,-86.06712777,31.10675277,-86.05807222,3596,75,ASPH,FAIR,NONE,,,,,,MED,STATE,,,,,,2.3712186703051E-06,0.0222759219709744
108,7/11/2024 12:00:00 AM,00509.1,A,AL,4A6,SCOTTSBORO MUNI-WORD FLD,SCOTTSBORO,US,PU,PU,04/22,34.68298902,-86.01123077,34.69441936,-86.00063241,5240,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,8/26/2023 12:00:00 AM,15,,,,3.83128781322739E-06,0.0316754765917138
109,7/11/2024 12:00:00 AM,00511.,A,AL,SEM,CRAIG FLD,SELMA,US,PU,PU,15/33,32.3530518,-86.9950923,32.3348323,-86.98050911,8014,150,ASPH-CONC,FAIR,NONE,,,,,,HIGH,3RD PARTY SURVEY,4/22/2010 12:00:00 AM,33,54,,,1.06980567124992E-05,0.0476016654475534
110,7/11/2024 12:00:00 AM,00518.005,A,AL,AL04,MCCALL,SOMERVILLE,US,PR,PR,02/20,34.47638888,-86.77277777,34.48277777,-86.76944444,2533,75,TURF,FAIR,NONE,,,,,,,OWNER,3/5/2021 12:00:00 AM,,,,,1.73192847796599E-06,0.0148976012442363
111,7/11/2024 12:00:00 AM,00520.2,A,AL,7A6,STEVENSON,STEVENSON,US,PU,PU,05/23,34.88260277,-85.80847777,34.88995,-85.7981,4103,80,ASPH,FAIR,NONE,,,,,,,NACO,7/26/2002 12:00:00 AM,15,,,,3.00730653179926E-06,0.0259123927425283
112,7/11/2024 12:00:00 AM,00522.11,A,AL,NFD,SUMMERDALE NOLF,SUMMERDALE,US,MN,PR,05/23,30.50584752,-87.65136897,30.51355894,-87.64232222,3998,150,ASPH,,NONE,24,F,B,W,U,,MILITARY,11/14/2018 12:00:00 AM,,,,,5.23553353559691E-06,0.0246647575130341
113,7/11/2024 12:00:00 AM,00522.11,A,AL,NFD,SUMMERDALE NOLF,SUMMERDALE,US,MN,PR,11/29,30.50702016,-87.65302991,30.50409327,-87.64078833,4000,150,ASPH,,NONE,24,F,B,W,U,,MILITARY,11/14/2018 12:00:00 AM,,,,,5.2374632559804E-06,0.0260077502210693
114,7/11/2024 12:00:00 AM,00525.1,A,AL,SCD,MERKEL FLD SYLACAUGA MUNI,SYLACAUGA,US,PU,PU,09/27,33.17190497,-86.31434094,33.17176436,-86.29673175,5390,100,ASPH,GOOD,GRVD,24,F,C,Y,T,MED,,,,,,,4.83964390696201E-06,0.0357691610531741
115,7/11/2024 12:00:00 AM,00528.1,A,AL,ASN,TALLADEGA MUNI,TALLADEGA,US,PU,PU,04/22,33.56274791,-86.05693358,33.57626111,-86.04546944,6032,100,ASPH,FAIR,GRVD,,,,,,HIGH,FAA,5/21/2010 12:00:00 AM,30,65,95,,5.44094950782892E-06,0.0360647091087159
116,7/11/2024 12:00:00 AM,00546.,A,AL,TOI,TROY MUNI AT N KENNETH CAMPBELL FLD,TROY,US,PU,PU,07/25,31.85731,-86.02642436,31.8632705,-86.00772777,6197,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,5/16/2014 12:00:00 AM,24,80,140,,5.4861970966158E-06,0.0398095956676985
117,7/11/2024 12:00:00 AM,00546.,A,AL,TOI,TROY MUNI AT N KENNETH CAMPBELL FLD,TROY,US,PU,PU,14/32,31.86517602,-86.01484797,31.85415886,-86.00509141,5024,100,ASPH,POOR,NONE,,,,,,MED,3RD PARTY SURVEY,5/16/2014 12:00:00 AM,24,80,140,,4.44784723185876E-06,0.0300440385415684
118,7/11/2024 12:00:00 AM,00546.01,A,AL,AL77,SMART ROAD,TROY,US,PR,PR,09/27,31.74055555,-86.01084444,31.74055555,-86.00376666,2200,60,TURF,,NONE,,,,,,,OWNER,9/12/2023 12:00:00 AM,,,,,1.16735122901446E-06,0.0144854233669084
119,7/11/2024 12:00:00 AM,00554.,A,AL,TCL,TUSCALOOSA NTL,TUSCALOOSA,US,PU,PU,04/22,33.21015005,-87.61917758,33.22362447,-87.60523733,6498,150,ASPH,EXCELLENT,GRVD,50,F,D,X,T,HIGH,3RD PARTY SURVEY,3/29/2022 12:00:00 AM,120,250,450,972,8.7574840108573E-06,0.0396925925397734
120,7/11/2024 12:00:00 AM,00554.,A,AL,TCL,TUSCALOOSA NTL,TUSCALOOSA,US,PU,PU,12/30,33.22915966,-87.61595016,33.22425236,-87.60424486,4000,100,ASPH,FAIR,NONE,50,F,C,X,T,MED,3RD PARTY SURVEY,3/29/2022 12:00:00 AM,15,,,,3.59487989953777E-06,0.0259566443229569
121,7/11/2024 12:00:00 AM,00561.,A,AL,06A,MOTON FLD MUNI,TUSKEGEE,US,PU,PU,13/31,32.46478186,-85.68635586,32.45615472,-85.67371716,5005,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,11/17/2007 12:00:00 AM,28.5,,,,4.45980458607664E-06,0.0311953449569634
122,7/11/2024 12:00:00 AM,00565.,A,AL,07A,FRANKLIN FLD,UNION SPRINGS,US,PU,PU,14/32,32.17277636,-85.81650536,32.16240833,-85.80588841,5002,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,1/28/2021 12:00:00 AM,15,,,,3.55454062628269E-06,0.0301645589504024
123,7/11/2024 12:00:00 AM,00570.,A,AL,M55,LAMAR COUNTY,VERNON,US,PU,PU,17/35,33.85152916,-88.1169475,33.84191666,-88.114,3613,75,ASPH,POOR,NONE,,,,,,MED,,,16,,,,2.45077512772696E-06,0.0205978674332005
124,7/11/2024 12:00:00 AM,00571.02,A,AL,6AL3,LAY LANDING,VINCENT,US,PR,PR,17/35,33.382872,-86.377996,33.375396,-86.376462,2760,75,TURF,,NONE,,,,,,,OWNER,9/14/2023 12:00:00 AM,,,,,1.86365741683403E-06,0.015752760629278
125,7/11/2024 12:00:00 AM,00590.,A,AL,08A,WETUMPKA MUNI,WETUMPKA,US,PU,PU,09/27,32.5293818,-86.33310452,32.52949688,-86.32332877,3013,80,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,6/3/2017 12:00:00 AM,15,,,,2.14972305911942E-06,0.0199926350987199
126,7/11/2024 12:00:00 AM,00590.,A,AL,08A,WETUMPKA MUNI,WETUMPKA,US,PU,PU,18/36,32.52907483,-86.33386694,32.52117108,-86.33401997,2876,130,TURF,FAIR,NONE,,,,,,,3RD PARTY SURVEY,6/3/2017 12:00:00 AM,,,,,3.33389220941172E-06,0.0166539401262471
127,7/11/2024 12:00:00 AM,00624.01,A,AZ,27AZ,EAGLE ROOST AIRPARK,AGUILA,US,PR,PR,17/35,33.92471666,-113.16783333,33.91398333,-113.1678,3906,40,ASPH,,NONE,,,,,,LOW,OWNER,9/2/2006 12:00:00 AM,,,,,1.41514351525984E-06,0.0217304538330821
128,7/11/2024 12:00:00 AM,00626.,A,AZ,P01,ERIC MARCUS MUNI,AJO,US,PU,PU,12/30,32.45658333,-112.86576388,32.44919722,-112.85705277,3800,60,ASPH,GOOD,NONE,,,,,,MED,ADO,5/14/2024 12:00:00 AM,12,,,,2.03165063794586E-06,0.0232025272444388
129,7/11/2024 12:00:00 AM,00630.3,A,AZ,E51,BAGDAD,BAGDAD,US,PU,PU,05/23,34.59051388,-113.17893888,34.595275,-113.16495833,4552,60,ASPH,GOOD,NONE,,,,,,,,,4,,,,2.49255754170008E-06,0.0298786281533187
130,7/11/2024 12:00:00 AM,00632.1,A,AZ,E95,BENSON MUNI/PAUL KERCHUM FLD,BENSON,US,PU,PU,10/28,32.0004643,-110.36430383,31.99843838,-110.35161925,4002,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,1/8/2010 12:00:00 AM,12.5,,,,2.66053621089668E-06,0.0261056362757947
131,7/11/2024 12:00:00 AM,00634.,A,AZ,P04,BISBEE MUNI,BISBEE,US,PU,PU,17/35,31.37669166,-109.88274722,31.3606,-109.88578888,5929,60,ASPH,GOOD,NONE,,,,,,LOW,,,12,,,,3.13376062877069E-06,0.0331363732540412
132,7/11/2024 12:00:00 AM,00640.3,A,AZ,BXK,BUCKEYE MUNI,BUCKEYE,US,PU,PU,17/35,33.43008641,-112.68593138,33.41498108,-112.68653636,5500,75,ASPH,GOOD,NONE,,,,,,MED,STATE,7/27/2004 12:00:00 AM,30,,,,3.71487999473175E-06,0.0307263861103538
133,7/11/2024 12:00:00 AM,00640.5,A,AZ,IFP,LAUGHLIN/BULLHEAD INTL,BULLHEAD CITY,US,PU,PU,16/34,35.16626813,-114.56021022,35.14296058,-114.55845438,8501,150,ASPH,GOOD,GRVD,52,F,A,X,T,MED,3RD PARTY SURVEY,12/17/2016 12:00:00 AM,75,200,400,,1.17175952709658E-05,0.0477501203595929
134,7/11/2024 12:00:00 AM,00640.51,A,AZ,A20,SUN VALLEY,BULLHEAD CITY,US,PR,PU,18/36,35.01072777,-114.56503333,35.00056111,-114.56501944,3700,42,ASPH,GOOD,NONE,,,,,,LOW,,,,,,,1.42579733619641E-06,0.0206138253967203
135,7/11/2024 12:00:00 AM,00640.53,A,AZ,A09,EAGLE AIRPARK,BULLHEAD CITY,US,PR,PU,17/35,34.89477777,-114.61663888,34.88158611,-114.61663888,4800,50,ASPH,FAIR,NONE,,,,,,,,,,,,,2.19927665057185E-06,0.0267167556877001
136,7/11/2024 12:00:00 AM,00642.87,A,AZ,18AZ,SKY RANCH AT CAREFREE,CAREFREE,US,PR,PR,06/24,33.81688055,-111.90442777,33.82034444,-111.89183055,4029,50,ASPH,,NONE,,,,,,LOW,ADO,8/23/2021 12:00:00 AM,12.5,,,,1.82233316081692E-06,0.0264101503944949
137,7/11/2024 12:00:00 AM,00642.9,A,AZ,CGZ,CASA GRANDE MUNI,CASA GRANDE,US,PU,PU,05/23,32.95131575,-111.774153,32.9584798,-111.75948625,5200,100,ASPH,GOOD,NONE,,,,,,MED,NGS,4/13/2004 12:00:00 AM,18.5,65,,,4.65857783638057E-06,0.0332228933469304
138,7/11/2024 12:00:00 AM,00645.11,A,AZ,P19,STELLAR AIRPARK,CHANDLER,US,PR,PU,17/35,33.30483983,-111.91578236,33.2927025,-111.91579277,4417,80,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,8/4/2019 12:00:00 AM,,,,,3.17765670843073E-06,0.024798285340946
139,7/11/2024 12:00:00 AM,00648.,A,AZ,CHD,CHANDLER MUNI,CHANDLER,US,PU,PU,04L/22R,33.26411308,-111.81995238,33.27194836,-111.80898594,4401,75,ASPH,GOOD,NONE,,,,,,MED,NGS,12/15/2005 12:00:00 AM,30,,,,2.96732150673051E-06,0.0274027033545807
140,7/11/2024 12:00:00 AM,00648.,A,AZ,CHD,CHANDLER MUNI,CHANDLER,US,PU,PU,04R/22L,33.26572486,-111.814163,33.27439244,-111.80202622,4870,75,ASPH,GOOD,NONE,,,,,,MED,NGS,12/15/2005 12:00:00 AM,30,,,,3.28341025124246E-06,0.0302749119651463
141,7/11/2024 12:00:00 AM,00653.01,A,AZ,E91,CHINLE MUNI,CHINLE,US,PU,PU,18/36,36.11869533,-109.57399288,36.09989577,-109.57695777,6902,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,7/25/2010 12:00:00 AM,12.5,,,,3.84955865229131E-06,0.0384689476607322
142,7/11/2024 12:00:00 AM,00658.,A,AZ,CFT,GREENLEE COUNTY,CLIFTON/MORENCI,US,PU,PU,07/25,32.95631647,-109.21923061,32.95776077,-109.20309397,4978,75,ASPH,GOOD,AFSC,,,,,,MED,3RD PARTY SURVEY,3/13/2008 12:00:00 AM,21,,,,3.34486139763612E-06,0.0328154768443789
143,7/11/2024 12:00:00 AM,00658.4,A,AZ,AZ66,DOUBLE CIRCLE RANCH,CLIFTON,US,PR,PR,17/35,33.34388888,-109.495375,33.33720555,-109.49355555,2495,30,GRVL,,NONE,,,,,,,FAA OE/AAA,11/17/2015 12:00:00 AM,,,,,6.73389422445325E-07,0.0140481332797182
144,7/11/2024 12:00:00 AM,00660.7,A,AZ,AZC,COLORADO CITY MUNI,COLORADO CITY,US,PU,PU,02/20,36.9536065,-113.0168353,36.96597041,-113.00864866,5099,60,ASPH,EXCELLENT,NONE,,,,,,MED,,,12.5,,,,2.87508328256081E-06,0.030051469943962
145,7/11/2024 12:00:00 AM,00660.7,A,AZ,AZC,COLORADO CITY MUNI,COLORADO CITY,US,PU,PU,11/29,36.96470386,-113.02388822,36.95539516,-113.00571947,6300,75,ASPH,GOOD,NONE,,,,,,MED,,,30,,,,4.44027500634547E-06,0.041272903714063
146,7/11/2024 12:00:00 AM,00662.,A,AZ,P08,COOLIDGE MUNI,COOLIDGE,US,PU,PU,05/23,32.93364594,-111.43541077,32.94123641,-111.4196683,5564,150,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,3/21/2021 12:00:00 AM,80,115,210,,7.47587205296441E-06,0.035818510938863
147,7/11/2024 12:00:00 AM,00662.,A,AZ,P08,COOLIDGE MUNI,COOLIDGE,US,PU,PU,17/35,32.93930772,-111.42491569,32.92866641,-111.42496369,3872,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,3/21/2021 12:00:00 AM,17,,,,2.60110505223565E-06,0.0217717023791819
148,7/11/2024 12:00:00 AM,00665.,A,AZ,P52,COTTONWOOD,COTTONWOOD,US,PU,PU,14/32,34.73537147,-112.0380608,34.72474077,-112.03221411,4250,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,7/10/2020 12:00:00 AM,4,,,,2.91413402919716E-06,0.0247502597265248
149,7/11/2024 12:00:00 AM,00665.905,A,AZ,AZ72,NORTHSTAR,CROWN KING,US,PR,PR,03/21,34.24041666,-112.36336111,34.24169444,-112.36219444,584,50,DIRT,,NONE,,,,,,,ADO,8/7/2020 12:00:00 AM,,,,,2.65283688349882E-07,0.00377210371410544
150,7/11/2024 12:00:00 AM,00669.01,A,AZ,AZ49,AILERON ORCHARDS,DOLAN SPRINGS,US,PR,PR,17/35,35.79258333,-114.13206388,35.78516666,-114.13208888,2700,60,DIRT,,NONE,,,,,,,OWNER,12/4/2017 12:00:00 AM,,,,,1.50035498336365E-06,0.0152380132397476
151,7/11/2024 12:00:00 AM,00670.,A,AZ,DGL,DOUGLAS MUNI,DOUGLAS,US,PU,PU,03/21,31.3362,-109.51034722,31.34816111,-109.49825,5760,75,ASPH,FAIR,NONE,,,,,,MED,,,,,,,3.80486176254635E-06,0.0344766055069134
152,7/11/2024 12:00:00 AM,00670.2,A,AZ,P03,COCHISE COLLEGE,DOUGLAS,US,PU,PU,05/23,31.367225,-109.69746111,31.37540277,-109.68244444,5551,60,ASPH,GOOD,NONE,,,,,,MED,ADO,5/9/2016 12:00:00 AM,,,,,2.93366633741243E-06,0.034544473040638
153,7/11/2024 12:00:00 AM,00671.,A,AZ,DUG,BISBEE DOUGLAS INTL,DOUGLAS BISBEE,US,PU,PU,08/26,31.47406902,-109.61077827,31.47402666,-109.59485297,4966,60,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,12/11/2009 12:00:00 AM,12.5,,,,2.62671233031142E-06,0.0321805920159274
154,7/11/2024 12:00:00 AM,00671.,A,AZ,DUG,BISBEE DOUGLAS INTL,DOUGLAS BISBEE,US,PU,PU,17/35,31.47384308,-109.60448663,31.45617166,-109.60441519,6430,100,ASPH,GOOD,RFSC,,,,,,MED,3RD PARTY SURVEY,12/11/2009 12:00:00 AM,30,160,250,,5.66752078157151E-06,0.0359845570386859
155,7/11/2024 12:00:00 AM,00672.54,A,AZ,E60,ELOY MUNI,ELOY,US,PU,PU,02/20,32.80248122,-111.59050783,32.81096238,-111.58274472,3901,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,3/5/2012 12:00:00 AM,,,,,2.61649643107376E-06,0.0234565415002342
156,7/11/2024 12:00:00 AM,00674.,A,AZ,FLG,FLAGSTAFF PULLIAM,FLAGSTAFF,US,PU,PU,03/21,35.1312183,-111.67892452,35.14941266,-111.65955591,8800,150,ASPH,EXCELLENT,GRVD,37,F,D,W,T,HIGH,OWNER,8/30/2016 12:00:00 AM,30,95,140,,1.21255675367138E-05,0.0540780023255968
157,7/11/2024 12:00:00 AM,00682.,A,AZ,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,US,MR,PU,03/21,31.58615222,-110.34896961,31.59559511,-110.34075086,4285,75,ASPH-CONC,GOOD,NONE,8,F,A,W,T,MED,NGS,6/14/2000 12:00:00 AM,,,,,2.83621125163336E-06,0.0254954156470319
158,7/11/2024 12:00:00 AM,00682.,A,AZ,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,US,MR,PU,08/26,31.58756336,-110.36704991,31.587624,-110.32852133,12001,150,CONC,EXCELLENT,NONE,58,R,B,W,T,HIGH,NGS,6/14/2000 12:00:00 AM,75,200,450,700,1.5886929077169E-05,0.0778819370666125
159,7/11/2024 12:00:00 AM,00682.,A,AZ,FHU,SIERRA VISTA MUNI-LIBBY AAF,FORT HUACHUCA SIERRA VISTA,US,MR,PU,12/30,31.59287527,-110.34326816,31.58406258,-110.32945266,5366,100,ASPH-CONC,GOOD,NONE,92,F,A,W,T,MED,NGS,6/14/2000 12:00:00 AM,46,106,137,172,4.7362984787469E-06,0.0333583557974363
160,7/11/2024 12:00:00 AM,00687.1,A,AZ,E63,GILA BEND MUNI,GILA BEND,US,PU,PU,04/22,32.95633055,-112.68078888,32.96400833,-112.66648611,5200,75,ASPH,GOOD,NONE,,,,,,MED,OWNER,3/23/2007 12:00:00 AM,12.5,,,,3.49509491570643E-06,0.0329022286587652
161,7/11/2024 12:00:00 AM,00689.,A,AZ,GXF,GILA BEND AF AUX,GILA BEND,US,MA,PR,17/35,32.89953055,-112.71958055,32.87616388,-112.71963888,8502,150,ASPH,,NONE,43,F,B,W,T,MED,,,,,,,1.14172635221621E-05,0.0477107084765169
162,7/11/2024 12:00:00 AM,00692.21,A,AZ,GEU,GLENDALE MUNI,GLENDALE,US,PU,PU,01/19,33.51805983,-112.30021538,33.53576322,-112.29004005,7150,100,ASPH,GOOD,NONE,,,,,,MED,NGS,1/12/2006 12:00:00 AM,40,60,,,6.44678698336065E-06,0.0414761160556257
163,7/11/2024 12:00:00 AM,00692.25,A,AZ,LUF,LUKE AFB,GLENDALE,US,MA,PR,03L/21R,33.52297227,-112.3985673,33.54321355,-112.37637461,10000,150,CONC,,NONE,53,R,B,W,T,HIGH,MILITARY,3/24/2021 12:00:00 AM,,,,,1.35258569571306E-05,0.0609888293979301
